signal,window,follower,target,H,split,n,win,E_net,median_net,target_hit,stop_hit,time_exit
nq5_lead_es,OPEN5,es,12.0,30,Validation,3870,0.49483204134366926,-0.16136950904392766,0.0,0.2935400516795866,0.26976744186046514,0.43669250645994834
nq5_lead_es,OPEN15,es,8.0,15,Validation,11610,0.4755383290267011,-0.45852713178294574,-0.5,0.29560723514211884,0.29328165374677,0.4111111111111111
nq5_lead_es,OPEN15,es,10.0,15,Validation,11610,0.4726959517657192,-0.4524547803617571,-0.5,0.22170542635658916,0.2243755383290267,0.5539190353143841
nq5_lead_es,OPEN15,es,12.0,15,Validation,11610,0.47080103359173125,-0.4749569336778639,-0.5,0.16416881998277347,0.16993970714900947,0.665891472868217
nq5_lead_es,OPEN15,es,8.0,30,Validation,11610,0.4883720930232558,-0.45516795865633075,-0.25,0.3999138673557278,0.39414298018949184,0.20594315245478037
nq5_lead_es,OPEN15,es,10.0,30,Validation,11610,0.48716623600344533,-0.40099052540913005,-0.25,0.3440999138673557,0.33290267011197244,0.32299741602067183
nq5_lead_es,OPEN15,es,12.0,30,Validation,11610,0.4856158484065461,-0.36003445305770887,-0.25,0.28699397071490096,0.2768303186907838,0.43617571059431526
nq5_lead_es,OPEN30,es,8.0,15,Validation,23220,0.4727390180878553,-0.4848837209302326,-0.5,0.30129198966408266,0.30055986218776914,0.39814814814814814
nq5_lead_es,OPEN30,es,10.0,15,Validation,23220,0.47127476313522826,-0.46064814814814814,-0.5,0.2281223083548665,0.22915590008613265,0.5427217915590009
nq5_lead_es,OPEN30,es,12.0,15,Validation,23220,0.4707149009474591,-0.4619724375538329,-0.5,0.1690783807062877,0.17351421188630492,0.6574074074074074
nq5_lead_es,OPEN30,es,8.0,30,Validation,23220,0.48863049095607236,-0.48324720068906113,-0.25,0.39401378122308356,0.3944875107665805,0.2114987080103359
nq5_lead_es,OPEN30,es,10.0,30,Validation,23220,0.4874677002583979,-0.4434108527131783,-0.25,0.3376399655469423,0.33363479758828596,0.32872523686477173
nq5_lead_es,OPEN30,es,12.0,30,Validation,23220,0.48591731266149873,-0.4065999138673557,-0.25,0.28341946597760553,0.27756244616709735,0.43901808785529717
nq5_lead_es,MID,es,8.0,15,Validation,137412,0.44801764038075276,-0.49331572206211977,-0.5,0.15010333886414579,0.15023433179052775,0.6996623293453265
nq5_lead_es,MID,es,10.0,15,Validation,137412,0.4458635344802492,-0.4935449596832882,-0.5,0.09471516315896719,0.0936672197479114,0.8116176170931214
nq5_lead_es,MID,es,12.0,15,Validation,137412,0.44555788431869126,-0.48904389718510755,-0.5,0.060358629522894655,0.059485343347014816,0.8801560271300906
nq5_lead_es,MID,es,8.0,30,Validation,137006,0.4725413485540779,-0.4791560223639841,-0.5,0.25892296687736305,0.26036086010831644,0.4807161730143205
nq5_lead_es,MID,es,10.0,30,Validation,137006,0.46936630512532296,-0.47606126738974935,-0.5,0.18567799950367136,0.1864881829992847,0.6278338174970439
nq5_lead_es,MID,es,12.0,30,Validation,137006,0.4682349678116287,-0.4570475015692743,-0.5,0.13343941141263888,0.13292118593346278,0.7336394026538984
es_lead_nq,OPEN5,nq,20.0,15,OOS,1993,0.46462619167084795,-2.388233818364275,-21.0,0.46362267937782237,0.532865027596588,0.0035122930255895636
es_lead_nq,OPEN5,nq,25.0,15,OOS,1993,0.48770697441043653,-1.583291520321124,-26.0,0.4781736076266934,0.5017561465127948,0.02007024586051179
es_lead_nq,OPEN5,nq,30.0,15,OOS,1993,0.49121926743602606,-1.466507777220271,-9.5,0.46713497240341195,0.4836929252383342,0.04917210235825389
es_lead_nq,OPEN5,nq,20.0,30,OOS,1993,0.46462619167084795,-2.4120672353236325,-21.0,0.4641244355243352,0.5348720521826392,0.0010035122930255895
es_lead_nq,OPEN5,nq,25.0,30,OOS,1993,0.4882087305569493,-1.5979678876066232,-26.0,0.48569994982438536,0.5097842448569995,0.004515805318615153
es_lead_nq,OPEN5,nq,30.0,30,OOS,1993,0.4922227797290517,-1.4592323130958353,-31.0,0.4862017059708981,0.5002508780732564,0.013547415955845458
es_lead_nq,OPEN15,nq,20.0,15,OOS,5941,0.4731526679010268,-2.0631627672109074,-21.0,0.46776636929809795,0.521629355327386,0.010604275374516074
es_lead_nq,OPEN15,nq,25.0,15,OOS,5941,0.4898165292038377,-1.4864080121191718,-13.5,0.47534085170846657,0.4957077933007911,0.0289513549907423
es_lead_nq,OPEN15,nq,30.0,15,OOS,5941,0.49991583908432924,-0.9992846322167985,-0.25,0.4721427369129776,0.47365763339505135,0.05419962969197105
es_lead_nq,OPEN15,nq,20.0,30,OOS,5941,0.47281602423834374,-2.095606800201986,-21.0,0.47045951859956237,0.525500757448241,0.0040397239521966
es_lead_nq,OPEN15,nq,25.0,30,OOS,5941,0.4898165292038377,-1.5259636424844303,-26.0,0.48527183975761656,0.5066487123379902,0.0080794479043932
es_lead_nq,OPEN15,nq,30.0,30,OOS,5941,0.4997475172529877,-1.0488554115468776,-1.25,0.4916680693485945,0.4936879313246928,0.014643999326712674
es_lead_nq,OPEN30,nq,20.0,15,OOS,11879,0.485731122148329,-1.5407652159272667,-21.0,0.47798636248842497,0.5051772034683054,0.016836434043269635
es_lead_nq,OPEN30,nq,25.0,15,OOS,11879,0.49684316861688693,-1.1007660577489689,-2.0,0.4769761764458288,0.48253219968010774,0.04049162387406347
es_lead_nq,OPEN30,nq,30.0,15,OOS,11879,0.5042511995959256,-0.7125810253388333,2.25,0.4674635912113814,0.4601397424025591,0.07239666638605943
es_lead_nq,OPEN30,nq,20.0,30,OOS,11879,0.4864045795100598,-1.552171899991582,-21.0,0.48286892836097317,0.510649044532368,0.00648202710665881
es_lead_nq,OPEN30,nq,25.0,30,OOS,11879,0.49819008334034853,-1.0994612341106154,-7.0,0.491539691893257,0.49566461823385805,0.012795689872884923
es_lead_nq,OPEN30,nq,30.0,30,OOS,11879,0.5053455678087381,-0.6945870864550888,6.75,0.4924656957656368,0.48303729270140583,0.02449701153295732
es_lead_nq,MID,nq,20.0,15,OOS,67863,0.48969246865007443,-1.1109625274449995,-1.25,0.4076448138160706,0.4142610848326776,0.17809410135125178
es_lead_nq,MID,nq,25.0,15,OOS,67863,0.4883957384731002,-1.0835875219191606,-1.25,0.3570870724842698,0.36021101336516215,0.28270191415056806
es_lead_nq,MID,nq,30.0,15,OOS,67863,0.4858759559701163,-1.131916508259287,-1.25,0.30757555663616404,0.3110236800613,0.381400763302536
es_lead_nq,MID,nq,20.0,30,OOS,67662,0.4940882622446868,-1.1156298956578286,-2.25,0.46291862492979813,0.4687269072743933,0.06835446779580857
es_lead_nq,MID,nq,25.0,30,OOS,67662,0.492580769117082,-1.1254618545121338,-1.5,0.43056664006384676,0.4357985279772989,0.1336348319588543
es_lead_nq,MID,nq,30.0,30,OOS,67662,0.490807247790488,-1.1528479796636222,-1.5,0.39444592237888326,0.3988353876622033,0.20671868995891343
nq_lead_es,OPEN5,es,8.0,15,OOS,2053,0.4880662445202143,-0.52496346809547,-0.5,0.3872381880175353,0.3945445689235266,0.21821724305893814
nq_lead_es,OPEN5,es,10.0,15,OOS,2053,0.48660496833901606,-0.45189965903555773,-0.5,0.3370677057963955,0.3292742328300049,0.3336580613735996
nq_lead_es,OPEN5,es,12.0,15,OOS,2053,0.48514369215781783,-0.5326351680467608,-0.5,0.2683877252800779,0.27812956648806625,0.4534827082318558
nq_lead_es,OPEN5,es,8.0,30,OOS,2053,0.4997564539698003,-0.48356064296151974,0.0,0.4568923526546517,0.45737944471505115,0.08572820263029712
nq_lead_es,OPEN5,es,10.0,30,OOS,2053,0.5036531904529956,-0.3715294690696542,0.25,0.4218217243058938,0.41354115927910373,0.16463711641500245
nq_lead_es,OPEN5,es,12.0,30,OOS,2053,0.4934242571846079,-0.47832440331222603,-0.5,0.3809059912323429,0.37554797856794936,0.24354603019970775
nq_lead_es,OPEN15,es,8.0,15,OOS,6151,0.4872378475044708,-0.5095919362705251,-0.5,0.3937571126646074,0.3983092180133312,0.20793366932206145
nq_lead_es,OPEN15,es,10.0,15,OOS,6151,0.48544952040318645,-0.4223297024874004,-0.5,0.34108275077223216,0.332628840838888,0.32628840838887985
nq_lead_es,OPEN15,es,12.0,15,OOS,6151,0.48479921963908307,-0.41294098520565764,-0.5,0.27995447894651276,0.2741017720695822,0.44594374898390504
nq_lead_es,OPEN15,es,8.0,30,OOS,6151,0.4948788814826857,-0.5106080312144367,-0.5,0.45342220777109415,0.45667371159161113,0.08990408063729474
nq_lead_es,OPEN15,es,10.0,30,OOS,6151,0.5004064379775647,-0.368232807673549,0.25,0.42123231994797594,0.4101772069582182,0.1685904730938059
nq_lead_es,OPEN15,es,12.0,30,OOS,6151,0.4958543326288408,-0.3820516989107462,-0.25,0.376849292797919,0.36741993171841975,0.2557307754836612
nq_lead_es,OPEN30,es,8.0,15,OOS,12284,0.4883588407684793,-0.44484695538912405,-0.5,0.39050797785737545,0.3876587430804298,0.22183327906219472
nq_lead_es,OPEN30,es,10.0,15,OOS,12284,0.4859980462390101,-0.37412487788993815,-0.25,0.3315695213285575,0.3204168023445132,0.34801367632692937
nq_lead_es,OPEN30,es,12.0,15,OOS,12284,0.48363725170954086,-0.3949649951155975,-0.5,0.2695376098990557,0.26595571475089547,0.46450667535004886
nq_lead_es,OPEN30,es,8.0,30,OOS,12284,0.4977206121784435,-0.44413464669488767,-0.125,0.450179094757408,0.4444806252035168,0.10534028003907522
nq_lead_es,OPEN30,es,10.0,30,OOS,12284,0.5005698469553891,-0.34249837186584176,0.25,0.4104526212959948,0.39873005535656136,0.19081732334744383
nq_lead_es,OPEN30,es,12.0,30,OOS,12284,0.4962552914360143,-0.3661266688375122,-0.125,0.3601432758059264,0.3522468251383914,0.2876098990556822
nq_lead_es,MID,es,8.0,15,OOS,71960,0.4587131739855475,-0.5472623679822124,-0.5,0.22630628126737076,0.23143413007226238,0.5422595886603668
nq_lead_es,MID,es,10.0,15,OOS,71960,0.4556142301278488,-0.5492183157309617,-0.5,0.16464702612562535,0.16691217342968315,0.6684408004446915
nq_lead_es,MID,es,12.0,15,OOS,71960,0.45357142857142857,-0.5618086436909394,-0.5,0.11824624791550861,0.1212757087270706,0.7604780433574208
nq_lead_es,MID,es,8.0,30,OOS,71722,0.4749588689662865,-0.5426926187222888,-0.5,0.3273054292964502,0.33316137307938987,0.33953319762415995
nq_lead_es,MID,es,10.0,30,OOS,71722,0.47140347452664455,-0.5563007166559772,-0.5,0.26266696411143026,0.2677002872200998,0.46963274866846993
nq_lead_es,MID,es,12.0,30,OOS,71722,0.46904715429017596,-0.5635962466188896,-0.5,0.20834611416301832,0.21199910766570926,0.5796547781712724
es5_lead_nq,OPEN5,nq,20.0,15,OOS,2060,0.4766990291262136,-1.9048543689320387,-21.0,0.47572815533980584,0.5203883495145631,0.003883495145631068
es5_lead_nq,OPEN5,nq,25.0,15,OOS,2060,0.5053398058252427,-0.653883495145631,10.125,0.4975728155339806,0.4815533980582524,0.02087378640776699
es5_lead_nq,OPEN5,nq,30.0,15,OOS,2060,0.5106796116504855,-0.291626213592233,9.375,0.48640776699029126,0.4645631067961165,0.04902912621359223
es5_lead_nq,OPEN5,nq,20.0,30,OOS,2060,0.47766990291262135,-1.9035194174757282,-21.0,0.4766990291262136,0.5223300970873787,0.000970873786407767
es5_lead_nq,OPEN5,nq,25.0,30,OOS,2060,0.5077669902912622,-0.620752427184466,24.0,0.5058252427184466,0.48980582524271843,0.004368932038834952
es5_lead_nq,OPEN5,nq,30.0,30,OOS,2060,0.5111650485436893,-0.3700242718446602,29.0,0.5043689320388349,0.4825242718446602,0.013106796116504855
es5_lead_nq,OPEN15,nq,20.0,15,OOS,6180,0.4812297734627832,-1.7230582524271845,-21.0,0.4760517799352751,0.5124595469255664,0.011488673139158577
es5_lead_nq,OPEN15,nq,25.0,15,OOS,6180,0.49854368932038834,-1.0240291262135923,-1.75,0.4843042071197411,0.48511326860841425,0.03058252427184466
es5_lead_nq,OPEN15,nq,30.0,15,OOS,6180,0.5067961165048543,-0.5535194174757282,5.875,0.4779935275080906,0.46537216828478967,0.05663430420711974
es5_lead_nq,OPEN15,nq,20.0,30,OOS,6180,0.4817152103559871,-1.7434061488673138,-21.0,0.47896440129449835,0.516504854368932,0.004530744336569579
es5_lead_nq,OPEN15,nq,25.0,30,OOS,6180,0.4995145631067961,-1.0491100323624596,-6.5,0.49449838187702266,0.4964401294498382,0.009061488673139158
es5_lead_nq,OPEN15,nq,30.0,30,OOS,6180,0.5067961165048543,-0.627710355987055,13.875,0.4980582524271845,0.48592233009708735,0.016019417475728156
es5_lead_nq,OPEN30,nq,20.0,15,OOS,12360,0.4959546925566343,-1.1364077669902912,-5.0,0.48762135922330097,0.4949838187702265,0.017394822006472493
es5_lead_nq,OPEN30,nq,25.0,15,OOS,12360,0.5062297734627832,-0.6467435275080906,5.0,0.4854368932038835,0.4728964401294498,0.041666666666666664
es5_lead_nq,OPEN30,nq,30.0,15,OOS,12360,0.5115695792880259,-0.26336974110032363,6.0,0.47305825242718447,0.4524271844660194,0.07451456310679612
es5_lead_nq,OPEN30,nq,20.0,30,OOS,12360,0.4975728155339806,-1.1096076051779935,-13.75,0.4936084142394822,0.4995145631067961,0.006877022653721683
es5_lead_nq,OPEN30,nq,25.0,30,OOS,12360,0.5079288025889968,-0.6156957928802589,24.0,0.5011326860841424,0.4854368932038835,0.01343042071197411
es5_lead_nq,OPEN30,nq,30.0,30,OOS,12360,0.5133495145631068,-0.21510922330097088,24.5,0.49975728155339805,0.4743527508090615,0.025889967637540454
es5_lead_nq,MID,nq,20.0,15,OOS,73053,0.4903836940303615,-1.0801712455340644,-1.0,0.4040354263343052,0.40974361080311555,0.18622096286257922
es5_lead_nq,MID,nq,25.0,15,OOS,73053,0.48794710689499404,-1.07912748278647,-1.0,0.3515119160061873,0.3556322122294772,0.2928558717643355
es5_lead_nq,MID,nq,30.0,15,OOS,73053,0.4858253596703763,-1.0882270406417258,-1.0,0.30224631431974047,0.30558635511204196,0.3921673305682176
es5_lead_nq,MID,nq,20.0,30,OOS,72809,0.4941971459572306,-1.114244118172204,-2.0,0.46036891043689654,0.4665494650386628,0.07308162452444066
es5_lead_nq,MID,nq,25.0,30,OOS,72809,0.4929473004710956,-1.1261039157247044,-1.5,0.4264445329560906,0.4326388221236386,0.14091664492027084
es5_lead_nq,MID,nq,30.0,30,OOS,72809,0.4920270845637215,-1.1265537227540552,-1.25,0.38956722383221853,0.3948825007897375,0.21555027537804392
nq5_lead_es,OPEN5,es,8.0,15,OOS,2060,0.516504854368932,-0.09575242718446601,1.0,0.4121359223300971,0.3699029126213592,0.21796116504854368
nq5_lead_es,OPEN5,es,10.0,15,OOS,2060,0.5150485436893204,-0.0095873786407767,0.75,0.3485436893203884,0.3179611650485437,0.33349514563106797
nq5_lead_es,OPEN5,es,12.0,15,OOS,2060,0.5029126213592233,-0.21310679611650485,0.25,0.27427184466019416,0.2728155339805825,0.4529126213592233
nq5_lead_es,OPEN5,es,8.0,30,OOS,2060,0.5286407766990291,0.028276699029126214,4.0,0.49029126213592233,0.4242718446601942,0.0854368932038835
nq5_lead_es,OPEN5,es,10.0,30,OOS,2060,0.5271844660194175,0.24429611650485436,2.25,0.45679611650485435,0.37912621359223303,0.16407766990291262
nq5_lead_es,OPEN5,es,12.0,30,OOS,2060,0.512621359223301,0.11881067961165048,0.75,0.40631067961165046,0.3504854368932039,0.24320388349514563
nq5_lead_es,OPEN15,es,8.0,15,OOS,6180,0.5004854368932039,-0.3188511326860841,0.25,0.4051779935275081,0.3865695792880259,0.20825242718446602
nq5_lead_es,OPEN15,es,10.0,15,OOS,6180,0.49773462783171524,-0.24538834951456312,0.0,0.34627831715210355,0.3270226537216828,0.32669902912621357
nq5_lead_es,OPEN15,es,12.0,15,OOS,6180,0.4919093851132686,-0.30392394822006474,-0.25,0.28058252427184466,0.27313915857605175,0.4462783171521036
nq5_lead_es,OPEN15,es,8.0,30,OOS,6180,0.5050161812297734,-0.3085760517799353,0.75,0.4673139158576052,0.44288025889967636,0.08980582524271845
nq5_lead_es,OPEN15,es,10.0,30,OOS,6180,0.5077669902912622,-0.17261326860841425,0.75,0.43155339805825244,0.39967637540453077,0.16877022653721682
nq5_lead_es,OPEN15,es,12.0,30,OOS,6180,0.5001618122977346,-0.22746763754045307,0.25,0.38333333333333336,0.3603559870550162,0.2563106796116505
nq5_lead_es,OPEN30,es,8.0,15,OOS,12360,0.49911003236245954,-0.3050970873786408,0.0,0.3994336569579288,0.37839805825242717,0.222168284789644
nq5_lead_es,OPEN30,es,10.0,15,OOS,12360,0.4992718446601942,-0.16769822006472493,0.0,0.33980582524271846,0.31205501618122977,0.34813915857605177
nq5_lead_es,OPEN30,es,12.0,15,OOS,12360,0.4960355987055016,-0.14700647249190937,0.0,0.27823624595469254,0.2570388349514563,0.4647249190938511
nq5_lead_es,OPEN30,es,8.0,30,OOS,12360,0.5063106796116504,-0.29221278317152105,0.75,0.459546925566343,0.434789644012945,0.10566343042071197
nq5_lead_es,OPEN30,es,10.0,30,OOS,12360,0.5114886731391586,-0.12309870550161812,0.75,0.42063106796116506,0.3882686084142395,0.19110032362459548
nq5_lead_es,OPEN30,es,12.0,30,OOS,12360,0.5076860841423948,-0.10807038834951456,0.5,0.36941747572815536,0.34247572815533983,0.28810679611650486
nq5_lead_es,MID,es,8.0,15,OOS,73065,0.45675768151645796,-0.5650516663245055,-0.5,0.22499144597276396,0.2304933962909738,0.5445151577362622
nq5_lead_es,MID,es,10.0,15,OOS,73065,0.4535824266064463,-0.5713748032573736,-0.5,0.16323821255046875,0.16646821323479094,0.6702935742147403
nq5_lead_es,MID,es,12.0,15,OOS,73065,0.4518716211592418,-0.5856087045781154,-0.5,0.11667693149934989,0.12117977143639225,0.7621432970642579
nq5_lead_es,MID,es,8.0,30,OOS,72816,0.47511535926170073,-0.5644981872116018,-0.5,0.32406339266095363,0.33401999560536144,0.3419166117336849
nq5_lead_es,MID,es,10.0,30,OOS,72816,0.4713249835201055,-0.5818982091847945,-0.5,0.26046473302570866,0.267798286090969,0.47173698088332233
nq5_lead_es,MID,es,12.0,30,OOS,72816,0.4697731267853219,-0.5864439134256207,-0.5,0.20661667765326303,0.2116430454845089,0.5817402768622281
